Job_ID,Agency,Posting_Type,#_Of_Positions,Business_Title,Civil_Service_Title,Level,Job_Category,Full-Time/Part-Time_indicator,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Division/Work_Unit,Preferred_Skills,Hours/Shift,Work_Location_1,Residency_Requirement,Posting_Date,Post_Until,Posting_Updated,Process_Date,salary_from,salary_to,avg_salary,salary_range_diff,posting_year,job_posting_age_days,has_masters_degree
425574,FINANCIAL INFO SVCS AGENCY,External,1,MOTOR VEHICLE OPERATOR,MOTOR VEHICLE OPERATOR,0,"Administration & Human Resources Technology, Data & Innovation",F,39963,49927,Annual,5 Manhattan West,OPS/SS Technical Services,"","Monday â€“ Friday, 9am to 5pm.","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,"",2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,39963.0,49927.0,44945.0,9964.0,2019,"",0
425574,FINANCIAL INFO SVCS AGENCY,Internal,1,MOTOR VEHICLE OPERATOR,MOTOR VEHICLE OPERATOR,0,"Administration & Human Resources Technology, Data & Innovation",F,39963,49927,Annual,5 Manhattan West,OPS/SS Technical Services,"","Monday â€“ Friday, 9am to 5pm.","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,"",2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,39963.0,49927.0,44945.0,9964.0,2019,"",0
425577,NYC EMPLOYEES RETIREMENT SYS,External,1,"COMPUTER SYSTEMS MANAGER, M-2",COMPUTER SYSTEMS MANAGER,M2,"Technology, Data & Innovation",F,64922,173486,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,"\"\"2\"\" or \"\"3\"\" above. However",managerial,"executive or supervisory experience as described in  \"\"1\"\" above.  Qualification Requirements (continued)  NOTE: The following types of experience are not acceptable: superficial use of preprogrammed software without complex programming","implementation or management of the product; use of word processing packages; use of a hand held calculator; primarily the entering or updating of data in a system; the operation of data processing hardware or consoles.\"","","","Internal candidates must have been rated a satisfactory or better on their last annual evaluation. CANDIDATE MUST BE PERMENANT COMPUTER SYSTEMS MANAGER OR REACHABLE ON THE COMPUTER SYSTEMS MANAGER, EXAM NO. 9011 LIST.  TO APPLY FOR CONSIDERATION, PLEASE FORWARD A COVER LETTER INDICATING POSTING NUMBER 009-20-0046 AND A COPY OF A CURRENT RESUME TO:  CITY EMPLOYEES: Employee Self Service (ESS). www.nyc.gov/ess. Search for Job ID#: 425577 ALL OTHER APPLICANTS: www.nyc.gov/careers/search. Search for Job ID#: 425577  Note: This position is open to qualified persons with a disability who are eligible for the 55-a Program.  Please indicate on your resume or cover letter if you would like to be considered for the position under the 55-a Program.","",64922.0,173486.0,119204.0,108564.0,"","",1
425577,NYC EMPLOYEES RETIREMENT SYS,Internal,1,"COMPUTER SYSTEMS MANAGER, M-2",COMPUTER SYSTEMS MANAGER,M2,"Technology, Data & Innovation",F,64922,173486,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,"\"\"2\"\" or \"\"3\"\" above. However",managerial,"executive or supervisory experience as described in  \"\"1\"\" above.  Qualification Requirements (continued)  NOTE: The following types of experience are not acceptable: superficial use of preprogrammed software without complex programming","implementation or management of the product; use of word processing packages; use of a hand held calculator; primarily the entering or updating of data in a system; the operation of data processing hardware or consoles.\"","","","Internal candidates must have been rated a satisfactory or better on their last annual evaluation. CANDIDATE MUST BE PERMENANT COMPUTER SYSTEMS MANAGER OR REACHABLE ON THE COMPUTER SYSTEMS MANAGER, EXAM NO. 9011 LIST.  TO APPLY FOR CONSIDERATION, PLEASE FORWARD A COVER LETTER INDICATING POSTING NUMBER 009-20-0046 AND A COPY OF A CURRENT RESUME TO:  CITY EMPLOYEES: Employee Self Service (ESS). www.nyc.gov/ess. Search for Job ID#: 425577 ALL OTHER APPLICANTS: www.nyc.gov/careers/search. Search for Job ID#: 425577  Note: This position is open to qualified persons with a disability who are eligible for the 55-a Program.  Please indicate on your resume or cover letter if you would like to be considered for the position under the 55-a Program.","",64922.0,173486.0,119204.0,108564.0,"","",1
425605,DISTRICT ATTORNEY KINGS COUNTY,External,3,Clerk,COMMUNITY ASSISTANT,0,Legal Affairs,F,37398,37398,Annual,"350 Jay St, Brooklyn  Ny",Trial Division Central Suppo,â€¢	Excellent time management.  â€¢	Excellent communication skills.   â€¢	Ability to multi task.  â€¢	Ability to work independently & in a team and consistently maintain a professional demeanor.,"","350 Jay Street Brooklyn, New York 11201","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,2019-12-18T00:00:00.000,2019-12-11T00:00:00.000,2019-12-17T00:00:00.000,37398.0,37398.0,37398.0,0.0,2019,"",0
425605,DISTRICT ATTORNEY KINGS COUNTY,Internal,3,Clerk,COMMUNITY ASSISTANT,0,Legal Affairs,F,37398,37398,Annual,"350 Jay St, Brooklyn  Ny",Trial Division Central Suppo,â€¢	Excellent time management.  â€¢	Excellent communication skills.   â€¢	Ability to multi task.  â€¢	Ability to work independently & in a team and consistently maintain a professional demeanor.,"","350 Jay Street Brooklyn, New York 11201","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,2019-12-18T00:00:00.000,2019-12-11T00:00:00.000,2019-12-17T00:00:00.000,37398.0,37398.0,37398.0,0.0,2019,"",0
425628,DEPARTMENT OF CITY PLANNING,Internal,1,ASSISTANT REGIONAL PLANNER- ENGAGEMENT,COMMUNITY COORDINATOR,0,"Engineering, Architecture, & Planning",F,55000,62215,Annual,"120 Broadway, New York, NY",Regional Planning,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"",Click on â€œApply Nowâ€ at the bottom of the posting Please be advised only candidates under consideration will be contacted. Appointments are subject to Office of Management and Budget (OMB) approval. Authorization to work in the United States is required for this position.  This position requires unrestricted work authorization and DCP does not offer sponsorship. Only eligible candidates need apply.  The Department of City Planning is an Equal Opportunity Employer and a copy of the Equal Opportunity Program is available in the Human Capital Division.  The Department makes available accommodations for disabled applicants.,"","","",2019-12-12T00:00:00.000,2019-12-26T00:00:00.000,2019-12-16T00:00:00.000,55000.0,62215.0,58607.5,7215.0,"","",0
425628,DEPARTMENT OF CITY PLANNING,External,1,ASSISTANT REGIONAL PLANNER- ENGAGEMENT,COMMUNITY COORDINATOR,0,"Engineering, Architecture, & Planning",F,55000,62215,Annual,"120 Broadway, New York, NY",Regional Planning,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"",Click on â€œApply Nowâ€ at the bottom of the posting Please be advised only candidates under consideration will be contacted. Appointments are subject to Office of Management and Budget (OMB) approval. Authorization to work in the United States is required for this position.  This position requires unrestricted work authorization and DCP does not offer sponsorship. Only eligible candidates need apply.  The Department of City Planning is an Equal Opportunity Employer and a copy of the Equal Opportunity Program is available in the Human Capital Division.  The Department makes available accommodations for disabled applicants.,"","","",2019-12-12T00:00:00.000,2019-12-26T00:00:00.000,2019-12-16T00:00:00.000,55000.0,62215.0,58607.5,7215.0,"","",0
425637,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Program Analyst,ASSOCIATE STAFF ANALYST,0,"Policy, Research & Analysis Social Services",F,65731,75591,Annual,4 World Trade Center,Off Of Qual Asse-Fisc Int NM,"â€¢Extensive knowledge of cash assistance and SNAP regulations.  â€¢Proficient in Microsoft Word, Excel, Access and EDW (Enterprise Data Warehouse).   â€¢Working knowledge of WMS, POS, HRA One Viewer and NYCWAY.   â€¢Excellent written communication skills.  â€¢Experience in report preparation and analysis.  â€¢Strong presentation skills.","","4 World Trade Center   This position requires some travel, as needed.","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,2019-12-21T00:00:00.000,2019-12-11T00:00:00.000,2019-12-17T00:00:00.000,65731.0,75591.0,70661.0,9860.0,2019,"",1
425641,DISTRICT ATTORNEY KINGS COUNTY,Internal,1,Procurement Analyst,COMMUNITY ASSOCIATE,0,Legal Affairs,F,45000,57000,Annual,"350 Jay St, Brooklyn  Ny",Procurement Unit,"â€¢	Bachelorâ€™s Degree from an accredited college and two (2) years of satisfactory full-time professional experience in the areas listed.   â€¢	Experience in the procurement of goods and services (professional and standardized preferred.)  â€¢	Knowledge of New York City Procurement Policy Board (PPB) Rules, local laws, New York State and Federal regulations and the City Charter as it relates to the oversight approval process.  â€¢	Awareness of the Cityâ€™s Minority/Women-owned Business Enterprise (M/WBE) Program. â€¢	Ability to write business letters and correspondence.   â€¢	Advanced Microsoft Excel and Word skills.  â€¢	Excellent organizational, time-management and multi-tasking skills, including the ability to take initiative, prioritize duties, and work both independently and within a team environment is a plus. â€¢	Excellent writing, interpersonal, and customer service skills. â€¢	Strong attention to detail is essential.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,2019-12-25T00:00:00.000,2019-12-11T00:00:00.000,2019-12-17T00:00:00.000,45000.0,57000.0,51000.0,12000.0,2019,"",0
425641,DISTRICT ATTORNEY KINGS COUNTY,External,1,Procurement Analyst,COMMUNITY ASSOCIATE,0,Legal Affairs,F,45000,57000,Annual,"350 Jay St, Brooklyn  Ny",Procurement Unit,"â€¢	Bachelorâ€™s Degree from an accredited college and two (2) years of satisfactory full-time professional experience in the areas listed.   â€¢	Experience in the procurement of goods and services (professional and standardized preferred.)  â€¢	Knowledge of New York City Procurement Policy Board (PPB) Rules, local laws, New York State and Federal regulations and the City Charter as it relates to the oversight approval process.  â€¢	Awareness of the Cityâ€™s Minority/Women-owned Business Enterprise (M/WBE) Program. â€¢	Ability to write business letters and correspondence.   â€¢	Advanced Microsoft Excel and Word skills.  â€¢	Excellent organizational, time-management and multi-tasking skills, including the ability to take initiative, prioritize duties, and work both independently and within a team environment is a plus. â€¢	Excellent writing, interpersonal, and customer service skills. â€¢	Strong attention to detail is essential.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/11/2019,2019-12-25T00:00:00.000,2019-12-11T00:00:00.000,2019-12-17T00:00:00.000,45000.0,57000.0,51000.0,12000.0,2019,"",0
425654,DISTRICT ATTORNEY KINGS COUNTY,External,3,Digital Policy Analyst,COMMUNITY ASSOCIATE,0,Legal Affairs,F,50000,55000,Annual,"350 Jay St, Brooklyn  Ny",Trial Division Central Suppo,"â€¢	Bachelor's Degree in Computer Science, Information Systems or Related Field.   â€¢	Some training or experience in the criminal justice field strongly preferred.  â€¢	Technical Reporting/Writing.  â€¢	Strong application skills in all desktop Office productivity programs: Word, Excel, Access and Outlook.  â€¢	Relational Database experience with products such as MySQL, SQL, etc.  â€¢	Strong presentation skills.  â€¢	Quick learner.  â€¢	Experience in programming or scripting language(s).  â€¢	Previous experience in computer science in a development or engineering capacity.","","350 Jay Street Brooklyn, New York 11201","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-27T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,50000.0,55000.0,52500.0,5000.0,2019,"",0
425654,DISTRICT ATTORNEY KINGS COUNTY,Internal,3,Digital Policy Analyst,COMMUNITY ASSOCIATE,0,Legal Affairs,F,50000,55000,Annual,"350 Jay St, Brooklyn  Ny",Trial Division Central Suppo,"â€¢	Bachelor's Degree in Computer Science, Information Systems or Related Field.   â€¢	Some training or experience in the criminal justice field strongly preferred.  â€¢	Technical Reporting/Writing.  â€¢	Strong application skills in all desktop Office productivity programs: Word, Excel, Access and Outlook.  â€¢	Relational Database experience with products such as MySQL, SQL, etc.  â€¢	Strong presentation skills.  â€¢	Quick learner.  â€¢	Experience in programming or scripting language(s).  â€¢	Previous experience in computer science in a development or engineering capacity.","","350 Jay Street Brooklyn, New York 11201","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-27T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,50000.0,55000.0,52500.0,5000.0,2019,"",0
425665,HRA/DEPT OF SOCIAL SERVICES,Internal,1,"Director, PERT",ADMINISTRATIVE STAFF ANALYST (,0,"Policy, Research & Analysis Social Services",F,60435,115000,Annual,4 World Trade Center,Off Of Qual Asse-Fisc Int NM,including the 18 months of executive,"as described in \"\"1\"\" above.\"","*Extensive knowledge of federal SNAP and TANF regulations.  *Excellent analytical and research skills.  *Background in creating audit instruments.  *Proficiency in Microsoft Word, Excel and Access.  *Working knowledge of POS, WMS, HRA One Viewer, NYCWAY and EDW.  *Excellent written communication skills.   *Experience in report preparation and analysis.  *Strong presentation skills.",CANDIDATE MUST BE PERMANENT IN THE ADMINISTRATIVE STAFF ANALYTS NM CIVIL SERVICE TITLE .,"",4 World Trade Center,"","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",60435.0,115000.0,87717.5,54565.0,"","",1
425691,DEPT OF PARKS & RECREATION,External,1,Assistant Civil Engineer,ASSISTANT CIVIL ENGINEER,0,"Engineering, Architecture, & Planning",F,65640,65640,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,"1.	Proficiency in Microsoft Word, Excel and Photoshop a plus. 2.	Knowledge of NYC design codes, local laws and other applicable regulations. 3.	Excellent communication, interpersonal and organizational skills. 4.	Detail-oriented and adept at conducting research and solving problems.  5.	Driver license valid in New York State.","","Olmsted Center, Queens",This position is exempt from NYC residency requirements.,12/13/2019,2020-01-10T00:00:00.000,2019-12-12T00:00:00.000,2019-12-17T00:00:00.000,65640.0,65640.0,65640.0,0.0,2019,"",1
425691,DEPT OF PARKS & RECREATION,Internal,1,Assistant Civil Engineer,ASSISTANT CIVIL ENGINEER,0,"Engineering, Architecture, & Planning",F,65640,65640,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,"1.	Proficiency in Microsoft Word, Excel and Photoshop a plus. 2.	Knowledge of NYC design codes, local laws and other applicable regulations. 3.	Excellent communication, interpersonal and organizational skills. 4.	Detail-oriented and adept at conducting research and solving problems.  5.	Driver license valid in New York State.","","Olmsted Center, Queens",This position is exempt from NYC residency requirements.,12/13/2019,2020-01-10T00:00:00.000,2019-12-12T00:00:00.000,2019-12-17T00:00:00.000,65640.0,65640.0,65640.0,0.0,2019,"",1
425691,DEPT OF PARKS & RECREATION,Internal,1,Assistant Civil Engineer,ASSISTANT CIVIL ENGINEER,0,"Engineering, Architecture, & Planning",F,65640,65640,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,"1.	Proficiency in Microsoft Word, Excel and Photoshop a plus. 2.	Knowledge of NYC design codes, local laws and other applicable regulations. 3.	Excellent communication, interpersonal and organizational skills. 4.	Detail-oriented and adept at conducting research and solving problems.  5.	Driver license valid in New York State.","","Olmsted Center, Queens",This position is exempt from NYC residency requirements.,12/13/2019,2020-01-10T00:00:00.000,2019-12-12T00:00:00.000,2019-12-17T00:00:00.000,65640.0,65640.0,65640.0,0.0,2019,"",1
425693,LAW DEPARTMENT,Internal,1,Clerical Associate Part Time,CLERICAL ASSOCIATE,3,Legal Affairs,P,19.9179,22.9053,Hourly,1775 Grand Concourse Bronx N.Y,Tort: Bronx (Part-Time),"",This is a part time position.  20 hours per week.,"","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,"",2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,19.9179,22.9053,21.4116,2.987400000000001,2019,"",0
425693,LAW DEPARTMENT,External,1,Clerical Associate Part Time,CLERICAL ASSOCIATE,3,Legal Affairs,P,19.9179,22.9053,Hourly,1775 Grand Concourse Bronx N.Y,Tort: Bronx (Part-Time),"",This is a part time position.  20 hours per week.,"","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,"",2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,19.9179,22.9053,21.4116,2.987400000000001,2019,"",0
425702,DISTRICT ATTORNEY KINGS COUNTY,Internal,2,Messenger,COMMUNITY ASSISTANT,0,Legal Affairs,F,37398,37398,Annual,"350 Jay St, Brooklyn  Ny",Trial Division Central Suppo,â€¢	Ability to be able to lift boxes/bins of files up to 25 lbs.  â€¢	Excellent time management.  â€¢	Excellent communication skills.   â€¢	Ability to multi task.  â€¢	Proficient technology skills.,"","350 Jay Street Brooklyn, New York 11201","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-20T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,37398.0,37398.0,37398.0,0.0,2019,"",0
425702,DISTRICT ATTORNEY KINGS COUNTY,External,2,Messenger,COMMUNITY ASSISTANT,0,Legal Affairs,F,37398,37398,Annual,"350 Jay St, Brooklyn  Ny",Trial Division Central Suppo,â€¢	Ability to be able to lift boxes/bins of files up to 25 lbs.  â€¢	Excellent time management.  â€¢	Excellent communication skills.   â€¢	Ability to multi task.  â€¢	Proficient technology skills.,"","350 Jay Street Brooklyn, New York 11201","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-20T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,37398.0,37398.0,37398.0,0.0,2019,"",0
425703,ADMIN FOR CHILDREN'S SVCS,Internal,1,Lieutenant of Detention Security,SUPERVISING SPECIAL OFFICER,2,"Public Safety, Inspections, & Enforcement Social Services",F,55150,62320,Annual,560 Brook Avenue Bronx New Yor,Horizon Juvenile Center,"The preferred candidate should possess the following: Two years of administrative experience in juvenile justice, corrections, or law enforcement, at least one year of which was in a supervisory administrative capacity; extensive knowledge of the security operations within a correctional or detention facility; a working knowledge of security screening equipment, CCTV system, access control systems and fire alarm suppression systems; proficiency in the use of computers, knowledge of Microsoft Word, Excel and Outlook. Effective writing and oral communication skills as well as ability to interact effectively with the detention youth population, with diverse members of the public and with employees of every rank are also integral to the position.  Special Note: Detention facility operations are 24 hours/7 days weekly; therefore, this position requires availability for work on various shifts, weekends and holidays. Availability for overtime duty and to work at any detention location is also required.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/12/2019,2019-12-26T00:00:00.000,2019-12-12T00:00:00.000,2019-12-17T00:00:00.000,55150.0,62320.0,58735.0,7170.0,2019,"",0
425727,LAW DEPARTMENT,External,1,"Deputy Borough Chief, Special Victims Unit",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,153666,153666,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,153666.0,153666.0,153666.0,0.0,2019,"",0
425727,LAW DEPARTMENT,Internal,1,"Deputy Borough Chief, Special Victims Unit",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,153666,153666,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,153666.0,153666.0,153666.0,0.0,2019,"",0
425782,LAW DEPARTMENT,Internal,2,CLERICAL ASSOCIATE,CLERICAL ASSOCIATE,3,Administration & Human Resources Legal Affairs,F,36390,41848,Annual,"100 Church St., N.Y.",Admin Law and Regulatory Lit.,"","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/16/2019,2019-12-18T00:00:00.000,2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,36390.0,41848.0,39119.0,5458.0,2019,"",0
425802,DEPARTMENT OF BUILDINGS,Internal,1,"Supervising Inspector, Elevators",INSPECTOR (ELEVATORS),2,"Public Safety, Inspections, & Enforcement",F,61010,70161,Annual,"280 Broadway, 4th Floor, N.Y.",Elevator Inspection,"Working knowledge of the NYC Construction Codes, Zoning Resolution, and other applicable laws and rules under the jurisdiction of the Department of Buildings  Computer literacy  Written and verbal communication skills, and the ability to explain technical requirements in lay terms  Ability to read and interpret blueprint plans and specifications","","",New York City Residency is not required for this position,12/13/2019,2019-12-29T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,61010.0,70161.0,65585.5,9151.0,2019,"",0
425804,ADMIN FOR CHILDREN'S SVCS,Internal,1,Detention Quality Control Specialist,COMMUNITY COORDINATOR,0,Social Services,F,54100,63112,Annual,"150 William Street, New York N",SRM: Elig/Rpt/Sys Spprt-P&P,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"","\"Click the \"\"Apply Now\"\" button.\"","","","",2019-12-12T00:00:00.000,2019-12-22T00:00:00.000,2019-12-12T00:00:00.000,54100.0,63112.0,58606.0,9012.0,"","",0
425807,DEPT OF PARKS & RECREATION,Internal,1,City Park Worker,CITY PARK WORKER,0,"Engineering, Architecture, & Planning Building Operations & Maintenance",F,34716,39923,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,"Preferred Skills/Qualifications 1. 	Ability to drive to locations in all five boroughs.  2. 	Ability to work flexible hours, nights and weekends as needed.  3. 	Commercial Driver License a plus.","","Olmsted Center, Queens","Residency in New York City, Nassau, Orange, Rockland, Suffolk, Putnam or Westchester counties required for employees with over two years of city service.  New York City residency required within 90 days of hire for all other candidates.",12/13/2019,2019-12-30T00:00:00.000,2019-12-12T00:00:00.000,2019-12-17T00:00:00.000,34716.0,39923.0,37319.5,5207.0,2019,"",0
425810,DEPARTMENT OF BUILDINGS,External,1,"College Aide, Equal Employment Opportunity",COLLEGE AIDE (ALL CITY DEPTS),1,Administration & Human Resources Legal Affairs,P,15.5,19.9,Hourly,"280 Broadway, 7th Floor, N.Y.",EEO,Ability to handle confidential information Excellent organizational skills,Up to 17 hours/week while school is in session Up to 35 hours/week while on break,"","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-29T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,15.5,19.9,17.7,4.399999999999999,2019,"",0
425810,DEPARTMENT OF BUILDINGS,Internal,1,"College Aide, Equal Employment Opportunity",COLLEGE AIDE (ALL CITY DEPTS),1,Administration & Human Resources Legal Affairs,P,15.5,19.9,Hourly,"280 Broadway, 7th Floor, N.Y.",EEO,Ability to handle confidential information Excellent organizational skills,Up to 17 hours/week while school is in session Up to 35 hours/week while on break,"","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-29T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,15.5,19.9,17.7,4.399999999999999,2019,"",0
425828,LAW DEPARTMENT,External,1,"Deputy Borough Chief, Special Victims Unit, Bronx, Family Court Division",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,153666,153666,Annual,"900 Sheridan Ave., Bronx",Family Court: Bronx,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,153666.0,153666.0,153666.0,0.0,2019,"",0
425828,LAW DEPARTMENT,Internal,1,"Deputy Borough Chief, Special Victims Unit, Bronx, Family Court Division",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,153666,153666,Annual,"900 Sheridan Ave., Bronx",Family Court: Bronx,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,153666.0,153666.0,153666.0,0.0,2019,"",0
425833,DEPT OF PARKS & RECREATION,Internal,1,Deputy Borough Chief of Operations,DEPUTY CHIEF OF OPERATIONS (PA,M3,Building Operations & Maintenance,F,128000,128000,Annual,24 West 61 Street,MN BORO COMMISSIONER,"1.	Excellent management, administrative and communication skills.   2.	Three years experience in special events, management of operations and/or emergency conditions.  3.	Proficiency in computer software including Microsoft Word and Excel and AMPS. 4.	Available to work evenings, weekends and respond to emergency 24/7. 5.	Valid New York State driver license.","",TBD,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2020-01-07T00:00:00.000,2019-12-12T00:00:00.000,2019-12-17T00:00:00.000,128000.0,128000.0,128000.0,0.0,2019,"",0
